RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2024,11410,서대문구,11900,북가좌동,,,,,,2024-10-21,120000,143.57,127.000000,,,,1977,단독다가구,중개거래,서울 서대문구
2024,11530,구로구,10600,고척동,1,대지,0334,0000,벽산,2024-10-21,71000,84.878,0.000000,12,,,2003,아파트,중개거래,서울 구로구
2024,11530,구로구,10600,고척동,1,대지,0334,0000,벽산,2024-10-21,70000,84.878,0.000000,17,,,2003,아파트,중개거래,서울 구로구
2024,11740,강동구,10600,둔촌동,1,대지,0470,0025,정성주택A동,2024-10-21,50000,40.13,28.000000,2,,,1986,연립다세대,중개거래,서울 강동구
2024,11680,강남구,10300,개포동,1,대지,0185,0000,개포주공7단지,2024-10-21,235000,53.46,0.000000,5,,,1983,아파트,중개거래,서울 강남구
2024,11410,서대문구,11100,홍제동,1,대지,0461,0000,홍제삼성래미안,2024-10-21,71000,60,0.000000,6,,,2001,아파트,중개거래,"서울 서대문구, 서울 용산구"
2024,11260,중랑구,10200,상봉동,1,대지,0126,0052,정원팰리스,2024-10-21,39500,55.6,33.000000,3,,,2015,연립다세대,중개거래,"서울 동대문구, 서울 중랑구"
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,48300,58.63,30.000000,3,,,2024,연립다세대,직거래,
2024,11380,은평구,10800,역촌동,1,대지,0054,0022,호안빌,2024-10-21,35600,53.27,34.000000,5,,,2020,연립다세대,중개거래,서울 은평구
2024,11710,송파구,10100,잠실동,,,,,,2024-10-21,765000,863.54,363.000000,,,,1983,단독다가구,중개거래,서울 강남구
2024,11560,영등포구,13200,신길동,1,대지,0187,0030,(187-30),2024-10-21,30000,50.76,16.000000,2,,,2000,연립다세대,중개거래,서울 영등포구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,46050,54.19,27.000000,3,,,2024,연립다세대,직거래,
2024,11290,성북구,13800,장위동,1,대지,0312,0000,우방아파트,2024-10-21,60000,84.97,0.000000,3,,,2001,아파트,중개거래,"서울 노원구, 서울 성북구"
2024,11290,성북구,13600,하월곡동,1,대지,0088,0510,삼전솔하임3차,2024-10-21,11000,15.62,0.000000,19,,,2013,아파트,중개거래,서울 성북구
2024,11230,동대문구,10600,장안동,1,대지,0381,0001,우민에뜨와르오피스텔,2024-10-21,13900,34.95,67.360000,8,,,2009,오피스텔,중개거래,서울 동대문구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,48300,58.63,30.000000,4,,,2024,연립다세대,직거래,
2024,11200,성동구,10800,응봉동,1,대지,0097,0000,대림(2차),2024-10-21,109800,84.53,0.000000,4,,,1989,아파트,중개거래,서울 성동구
2024,11710,송파구,10900,장지동,1,대지,0847,0000,송파파인타운6단지,2024-10-21,130700,84.98,0.000000,17,,,2008,아파트,중개거래,"서울 강남구, 서울 송파구"
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,43300,51.15,26.000000,3,,,2024,연립다세대,직거래,
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,45300,55.84,28.000000,1,,,2024,연립다세대,직거래,
2024,11440,마포구,10800,대흥동,1,대지,0802,0000,대흥동세양,2024-10-21,104500,84.6,0.000000,2,,,2000,아파트,중개거래,서울 마포구
2024,11590,동작구,10900,신대방동,1,대지,0713,0000,롯데낙천대,2024-10-21,99000,80.016,0.000000,12,,,2003,아파트,중개거래,서울 동작구
2024,11560,영등포구,11800,도림동,1,대지,0269,0001,쌍용플래티넘시티2단지,2024-10-21,73500,96.7,120.960000,11,,,2006,오피스텔,중개거래,서울 영등포구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,46850,56.59,28.000000,3,,,2024,연립다세대,직거래,
2024,11410,서대문구,11900,북가좌동,1,대지,0003,0101,로운힐(A동),2024-10-21,29000,50.96,25.000000,2,,,2018,연립다세대,중개거래,서울 서대문구
2024,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,2024-10-21,137000,55.02,0.000000,4,,,1987,아파트,중개거래,서울 양천구
2024,11305,강북구,10100,미아동,1,대지,1356,0000,경남아너스빌(1356-0),2024-10-21,83000,114.922,0.000000,15,,,2003,아파트,중개거래,서울 강북구
2024,11320,도봉구,10500,쌍문동,1,대지,0075,0050,하나아트빌리지,2024-10-21,18000,50.52,21.000000,2,,,2002,연립다세대,중개거래,서울 도봉구
2024,11110,종로구,17100,명륜2가,1,대지,0004,0000,아남1,2024-10-21,113000,84.9,0.000000,11,,,1995,아파트,중개거래,서울 종로구
2024,11440,마포구,11000,노고산동,1,대지,0012,0074,하비메종,2024-10-21,57000,29.5,19.000000,5,,,2021,연립다세대,중개거래,서울 마포구
2024,11260,중랑구,10100,면목동,1,대지,1077,0001,용마한신,2024-10-21,33500,35.44,0.000000,3,,,1990,아파트,중개거래,서울 중랑구
2024,11320,도봉구,10500,쌍문동,1,대지,0460,0091,대우그린빌리지,2024-10-21,16500,59.55,41.000000,4,,,1997,연립다세대,중개거래,"서울 강북구, 서울 도봉구"
2024,11320,도봉구,10700,창동,1,대지,0814,0000,대우그린,2024-10-21,75500,84.93,0.000000,6,,,2000,아파트,중개거래,서울 도봉구
2024,11410,서대문구,11600,창천동,1,대지,0020,0041,아남오피스텔,2024-10-21,15700,28.08,37.490000,7,,,2004,오피스텔,중개거래,서울 서대문구
2024,11320,도봉구,10700,창동,1,대지,0814,0000,대우그린,2024-10-21,62000,59.97,0.000000,10,,,2000,아파트,중개거래,"경기 구리시, 서울 도봉구"
2024,11620,관악구,10100,봉천동,1,대지,0725,0004,하우피스오피스텔,2024-10-21,12500,27.38,35.800000,4,,,2003,오피스텔,중개거래,서울 동작구
2024,11320,도봉구,10500,쌍문동,1,대지,0069,0045,삼익빌라(69-45),2024-10-21,14600,36.96,27.000000,1,,,1990,연립다세대,중개거래,서울 도봉구
2024,11215,광진구,10300,구의동,1,대지,0204,0016,현대아트빌라(204-16),2024-10-21,39700,67.08,33.000000,3,,,1997,연립다세대,중개거래,서울 광진구
2024,11200,성동구,11200,금호동4가,1,대지,0800,0000,대우,2024-10-21,189000,114.71,0.000000,13,,,2001,아파트,중개거래,서울 강남구
2024,11530,구로구,10700,개봉동,1,대지,0492,0000,개봉푸르지오,2024-10-21,84000,84.83,0.000000,3,,,2014,아파트,중개거래,서울 구로구
2024,11500,강서구,10100,염창동,1,대지,0293,0000,한강동아,2024-10-21,145000,114.78,0.000000,13,,,1998,아파트,중개거래,서울 강서구
2024,11320,도봉구,10800,도봉동,1,대지,0595,0000,럭키,2024-10-21,53500,84.86,0.000000,12,,,1992,아파트,중개거래,서울 도봉구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,46600,56.59,28.000000,2,,,2024,연립다세대,직거래,
2024,11320,도봉구,10800,도봉동,1,대지,0595,0000,럭키,2024-10-21,53400,84.86,0.000000,10,,,1992,아파트,중개거래,서울 도봉구
2024,11590,동작구,10400,본동,1,대지,0150,0000,한강쌍용,2024-10-21,90000,59.64,0.000000,6,,,1999,아파트,직거래,
2024,11680,강남구,10600,대치동,1,대지,0670,0000,동부센트레빌,2024-10-21,480000,145.83,0.000000,23,,,2005,아파트,중개거래,서울 강남구
2024,11440,마포구,11100,신수동,1,대지,0250,0016,한강지오빌,2024-10-21,24000,20.5,13.000000,5,,,2016,연립다세대,중개거래,서울 마포구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,45900,56.59,28.000000,1,,,2024,연립다세대,직거래,
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,46850,56.59,28.000000,4,,,2024,연립다세대,직거래,
2024,11410,서대문구,11600,창천동,1,대지,0510,0002,3RU-City,2024-10-21,22000,25.06,0.000000,4,,,2013,아파트,중개거래,서울 마포구
2024,11710,송파구,10300,풍납동,1,대지,0261,0000,현대리버빌2지구,2024-10-21,58000,40.95,0.000000,16,,,1999,아파트,중개거래,경기 남양주시
2024,11710,송파구,11400,마천동,1,대지,0311,0059,동진빌라,2024-10-21,33000,24.97,17.000000,3,,,2006,연립다세대,중개거래,서울 송파구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,46050,54.19,27.000000,5,,,2024,연립다세대,직거래,
2024,11200,성동구,11500,성수동2가,1,대지,0834,0000,현대I-PARK,2024-10-21,177000,116.22,0.000000,4,,,2003,아파트,중개거래,서울 성동구
2024,11290,성북구,13500,종암동,1,대지,0135,0000,종암2차SKVIEW,2024-10-21,89000,84.97,0.000000,4,,,2010,아파트,중개거래,서울 성북구
2024,11650,서초구,10700,반포동,1,대지,0710,0012,삼오리치빌,2024-10-21,52081,29.81,18.000000,3,,,2016,연립다세대,직거래,
2024,11200,성동구,11300,옥수동,1,대지,0220,0001,한남하이츠,2024-10-21,380000,177.16,0.000000,10,,,1982,아파트,중개거래,서울 성동구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,48000,58.63,30.000000,2,,,2024,연립다세대,직거래,
2024,11440,마포구,11400,창전동,1,대지,0006,0160,한라맨션,2024-10-21,34000,63.18,28.000000,4,,,1991,연립다세대,중개거래,서울 영등포구
2024,11230,동대문구,10600,장안동,1,대지,0445,0002,SB팰리스,2024-10-21,34000,43.81,25.000000,4,,,2015,연립다세대,중개거래,서울 동대문구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,43100,51.15,26.000000,2,,,2024,연립다세대,직거래,
2024,11380,은평구,10400,갈현동,1,대지,0275,0128,양지,2024-10-21,17000,61.68,51.000000,2,,,1989,연립다세대,중개거래,서울 은평구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,48300,58.63,30.000000,5,,,2024,연립다세대,직거래,
2024,11230,동대문구,10200,용두동,1,대지,0104,0003,동대문 푸르지오시티,2024-10-21,18000,23.47,31.870000,16,,,null,오피스텔,중개거래,서울 동대문구
2024,11305,강북구,10100,미아동,1,대지,1378,0000,다드림13차,2024-10-21,42350,51.15,26.000000,1,,,2024,연립다세대,직거래,
2024,11350,노원구,10500,상계동,1,대지,0397,0018,진주빌라B,2024-10-21,18300,36.38,31.000000,1,,,1991,연립다세대,중개거래,서울 노원구
2024,11380,은평구,11000,증산동,1,대지,0250,0000,DMC월드,2024-10-21,80000,83.151,0.000000,17,,,2002,아파트,중개거래,서울 은평구
2024,11320,도봉구,10700,창동,1,대지,0665,0025,금성파크A동,2024-10-20,29500,48.98,0.000000,4,,,2003,아파트,중개거래,서울 도봉구
2024,11380,은평구,10400,갈현동,1,대지,0012,0383,패밀리원룸,2024-10-20,17000,14.12,9.000000,2,,,2013,연립다세대,중개거래,서울 은평구
2024,11200,성동구,11200,금호동4가,1,대지,1550,0000,브라운스톤2차,2024-10-20,143000,84.98,0.000000,13,,,2010,아파트,중개거래,"경기 수원시 영통구, 서울 성동구"
2024,11200,성동구,11200,금호동4가,1,대지,1550,0000,브라운스톤2차,2024-10-20,143000,84.98,0.000000,13,,,2010,아파트,중개거래,경기 수원시 영통구
2024,11260,중랑구,10300,중화동,1,대지,0309,0094,(309-94),2024-10-20,34000,25.57,18.000000,3,,,2021,연립다세대,중개거래,서울 중랑구
2024,11440,마포구,12700,상암동,1,대지,1658,0000,상암월드컵파크5단지,2024-10-20,126000,84.67,0.000000,20,,,2005,아파트,중개거래,서울 마포구
2024,11440,마포구,10800,대흥동,1,대지,0807,0000,마포그랑자이(2단지),2024-10-20,178000,84.98,0.000000,10,,,2020,아파트,중개거래,서울 마포구
2024,11260,중랑구,10500,망우동,1,대지,0226,0000,경남,2024-10-20,43000,59.94,0.000000,2,,,1989,아파트,중개거래,서울 중랑구
2024,11230,동대문구,10500,답십리동,,,,,,2024-10-20,68000,144.04,81.000000,,,,1991,단독다가구,중개거래,서울 동대문구
2024,11650,서초구,10700,반포동,1,대지,0718,0012,리더스빌,2024-10-20,27000,17.125,10.000000,4,,,2016,연립다세대,중개거래,서울 서초구
2024,11590,동작구,10500,흑석동,1,대지,0335,0000,흑석한강센트레빌,2024-10-20,183000,84.84,0.000000,7,,,2011,아파트,중개거래,서울 동작구
2024,11410,서대문구,11200,대현동,1,대지,0090,0070,파라타워,2024-10-20,25000,20.857,35.582300,9,,,2020,오피스텔,중개거래,"서울 마포구, 서울 서대문구"
2024,11260,중랑구,10300,중화동,1,대지,0309,0094,(309-94),2024-10-20,44000,36.87,26.000000,4,,,2021,연립다세대,중개거래,서울 중랑구
2024,11470,양천구,10300,신월동,1,대지,0484,0001,경창프라자,2024-10-20,40000,111.35,37.000000,4,,,1998,연립다세대,중개거래,서울 양천구
2024,11170,용산구,13200,동빙고동,,,,,,2024-10-20,300000,141.89,89.000000,,,,1997,단독다가구,중개거래,서울 용산구
2024,11290,성북구,13300,정릉동,1,대지,0508,0141,현대빌라,2024-10-20,30300,55.04,36.000000,1,,,2018,연립다세대,중개거래,서울 성북구
2024,11530,구로구,10200,구로동,1,대지,1259,0000,구일우성,2024-10-20,49000,59.44,0.000000,17,,,1998,아파트,중개거래,서울 구로구
2024,11680,강남구,10800,논현동,1,대지,0188,0003,아이파크,2024-10-20,18500,14.97,9.000000,4,,,2013,연립다세대,중개거래,서울 양천구
2024,11440,마포구,10800,대흥동,1,대지,0338,0001,마포나루타운,2024-10-20,65000,55.7,37.000000,4,,,2017,연립다세대,중개거래,서울 마포구
2024,11305,강북구,10300,수유동,1,대지,0050,0005,시티빌,2024-10-20,26500,61.47,30.000000,2,,,2002,연립다세대,중개거래,서울 강북구
2024,11560,영등포구,13200,신길동,1,대지,4759,0000,삼성,2024-10-20,73000,60.48,0.000000,12,,,1984,아파트,중개거래,서울 동작구
2024,11305,강북구,10300,수유동,1,대지,0172,0027,은진빌라트16차,2024-10-20,25500,53.86,36.000000,4,,,1999,연립다세대,중개거래,서울 강북구
2024,11380,은평구,10700,응암동,1,대지,0770,0000,힐스테이트녹번역,2024-10-20,87300,51.68,0.000000,5,,,2022,아파트,중개거래,"경기 남양주시, 서울 은평구"
2024,11290,성북구,13300,정릉동,1,대지,0239,0000,정릉풍림아이원,2024-10-20,49800,59.88,0.000000,10,,,2005,아파트,중개거래,서울 성북구
2024,11380,은평구,11400,진관동,1,대지,0088,0000,우물골2단지두산위브(209~222동)BL2-8,2024-10-20,109000,134.43,0.000000,7,,,2009,아파트,중개거래,서울 은평구
2024,11560,영등포구,11500,당산동5가,1,대지,0040,0000,성원,2024-10-20,87500,59.94,0.000000,10,,,1997,아파트,중개거래,서울 영등포구
2024,11200,성동구,11400,성수동1가,1,대지,0718,0000,트리마제,2024-10-20,590000,136.56,0.000000,5,,,2017,아파트,중개거래,서울 성동구
2024,11170,용산구,13000,이태원동,1,대지,0022,0002,청화1,2024-10-20,275000,106.12,0.000000,8,,,1982,아파트,중개거래,서울 용산구
2024,11740,강동구,10700,암사동,1,대지,0413,0000,프라이어팰리스,2024-10-20,116700,59.983,0.000000,21,,,2007,아파트,중개거래,"경기 성남시 분당구, 서울 강동구"
2024,11290,성북구,13600,하월곡동,1,대지,0222,0000,월곡두산위브,2024-10-20,73500,84.843,0.000000,1,,,2003,아파트,중개거래,서울 성북구
2024,11200,성동구,10700,행당동,1,대지,0380,0000,서울숲리버뷰자이,2024-10-20,195000,84.96,0.000000,4,,,2018,아파트,중개거래,서울 성동구
2024,11380,은평구,10700,응암동,1,대지,0103,0041,서연빌리지,2024-10-20,32000,48.9,23.000000,5,,,2013,연립다세대,중개거래,서울 은평구
2024,11305,강북구,10100,미아동,,,,,,2024-10-20,43500,72.73,106.000000,,,,1971,단독다가구,중개거래,서울 강북구
2024,11740,강동구,10900,천호동,1,대지,0449,0049,힐탑프라자,2024-10-20,9450,20.48,24.260000,8,,,1994,오피스텔,중개거래,서울 강동구
2024,11500,강서구,10300,화곡동,1,대지,0029,0090,대림라온제나,2024-10-20,16700,24.3,16.000000,6,,,2014,연립다세대,중개거래,서울 강서구
2024,11620,관악구,10200,신림동,1,대지,0440,0069,한신위너스(440-69),2024-10-20,20950,29.91,19.000000,2,,,2016,연립다세대,중개거래,서울 관악구
2024,11380,은평구,11400,진관동,1,대지,0013,0000,상림마을7단지아이파크(706~708동)BL1-3,2024-10-20,78000,84.79,0.000000,7,,,2008,아파트,중개거래,서울 은평구
2024,11560,영등포구,13200,신길동,,,,,,2024-10-20,74300,136.08,100.000000,,,,1990,단독다가구,중개거래,"서울 동작구, 서울 영등포구"
2024,11590,동작구,10200,상도동,1,대지,0077,0021,정호힐사이드,2024-10-20,52500,81.26,0.000000,5,,,2000,아파트,중개거래,서울 동작구
2024,11470,양천구,10200,목동,1,대지,0902,0000,목동신시가지2,2024-10-20,287000,152.64,0.000000,4,,,1986,아파트,중개거래,"경기 성남시 분당구, 서울 양천구"
2024,11710,송파구,11100,방이동,1,대지,0144,0030,HIPALACE3,2024-10-20,30000,51.84,26.000000,2,,,2011,연립다세대,중개거래,서울 송파구
2024,11410,서대문구,11700,연희동,1,대지,0743,0000,우국한마음,2024-10-20,63500,84.84,0.000000,7,,,2005,아파트,중개거래,서울 서대문구
2024,11440,마포구,12300,망원동,1,대지,0431,0044,옥토빌,2024-10-20,36500,45.16,28.000000,3,,,2002,연립다세대,중개거래,서울 마포구
2024,11710,송파구,10200,신천동,1,대지,0007,0000,장미1,2024-10-20,247000,99,0.000000,1,,,1979,아파트,중개거래,서울 송파구
2024,11440,마포구,11500,상수동,1,대지,0396,0000,상수두산위브,2024-10-20,153000,114.533,0.000000,15,,,2004,아파트,중개거래,서울 마포구
2024,11620,관악구,10100,봉천동,1,대지,0196,0017,가등빌라,2024-10-20,10200,40.95,26.000000,-1,,,1991,연립다세대,중개거래,서울 관악구
2024,11320,도봉구,10700,창동,1,대지,0596,0033,"신도부테크(106,107동)",2024-10-20,28000,59.71,30.000000,5,,,2011,연립다세대,직거래,
2024,11260,중랑구,10600,신내동,1,대지,0817,0000,신내 데시앙포레,2024-10-20,71800,84.91,0.000000,1,,,2013,아파트,중개거래,"서울 동대문구, 서울 중랑구"
2024,11380,은평구,10400,갈현동,1,대지,0008,0012,청록하이츠,2024-10-20,43910,41.96,19.000000,2,,,1993,연립다세대,중개거래,서울 은평구
2024,11620,관악구,10200,신림동,1,대지,0120,0093,(120-93),2024-10-20,12400,37.32,26.000000,-1,,,1986,연립다세대,중개거래,서울 관악구
2024,11440,마포구,10800,대흥동,1,대지,0660,0000,대흥동태영아파트,2024-10-20,123000,59.4,0.000000,5,,,1999,아파트,중개거래,서울 마포구
2024,11620,관악구,10100,봉천동,1,대지,1730,0000,e편한세상서울대입구1단지,2024-10-20,115000,59.9,0.000000,12,,,2019,아파트,중개거래,서울 관악구
2024,11170,용산구,12900,이촌동,1,대지,0399,0001,우성,2024-10-20,206000,84.86,0.000000,17,,,1995,아파트,중개거래,서울 용산구
2024,11740,강동구,11000,강일동,1,대지,0670,0000,강일리버파크5단지,2024-10-20,94800,84.53,0.000000,4,,,2009,아파트,중개거래,서울 강동구
2024,11545,금천구,10100,가산동,1,대지,0149,0047,영화빌라3동(149-47),2024-10-20,17800,38.79,20.000000,3,,,1992,연립다세대,중개거래,서울 금천구
2024,11740,강동구,10900,천호동,1,대지,0528,0000,천호동삼성아파트,2024-10-20,80800,59.86,0.000000,12,,,1997,아파트,중개거래,서울 강동구
2024,11230,동대문구,10900,휘경동,1,대지,0377,0000,이문휘경지웰에스테이트,2024-10-20,71500,59.984,0.000000,9,,,2021,아파트,중개거래,서울 동대문구
2024,11470,양천구,10100,신정동,1,대지,1277,0000,신트리4,2024-10-20,55400,48.96,0.000000,11,,,2000,아파트,중개거래,서울 양천구
2024,11350,노원구,10500,상계동,1,대지,1312,0000,수락리버시티3단지,2024-10-20,63800,84.88,0.000000,3,,,2009,아파트,중개거래,"경기 의정부시, 서울 노원구"
2024,11590,동작구,10900,신대방동,1,대지,0565,0000,우성1차,2024-10-20,86000,66.69,0.000000,13,,,1988,아파트,중개거래,서울 동작구
2024,11740,강동구,10800,성내동,1,대지,0410,0016,한솔애리즈1,2024-10-20,72700,84.89,0.000000,2,,,2002,아파트,중개거래,서울 강동구
2024,11560,영등포구,13200,신길동,1,대지,4945,0000,래미안영등포프레비뉴,2024-10-20,137500,84.98,0.000000,8,,,2015,아파트,중개거래,서울 영등포구
2024,11500,강서구,10200,등촌동,1,대지,0707,0000,"등촌7,8단지주공아파트",2024-10-20,58500,41.85,0.000000,3,,,1994,아파트,중개거래,서울 강서구
2024,11290,성북구,13900,석관동,1,대지,0338,0241,어반휴,2024-10-20,36500,43.48,27.000000,6,,,2018,연립다세대,중개거래,서울 성북구
2024,11710,송파구,10100,잠실동,1,대지,0212,0044,(212-44),2024-10-20,61500,47.985,27.000000,2,,,2015,연립다세대,직거래,
2024,11110,종로구,18500,홍지동,,,,,,2024-10-20,180000,317.19,483.000000,,,,1968,단독다가구,중개거래,서울 종로구
2024,11530,구로구,10700,개봉동,1,대지,0343,0005,로얄하이츠(343-5),2024-10-20,30000,41.12,24.000000,3,,,2018,연립다세대,중개거래,서울 구로구
2024,11470,양천구,10200,목동,1,대지,0911,0000,목동신시가지6,2024-10-20,147500,47.94,0.000000,3,,,1986,아파트,중개거래,서울 양천구
2024,11290,성북구,12800,보문동6가,1,대지,0458,0000,보문파크뷰자이,2024-10-20,97500,59.19,0.000000,5,,,2017,아파트,중개거래,서울 성북구
2024,11140,중구,16500,황학동,1,대지,2545,0000,롯데캐슬,2024-10-20,99500,84.97,0.000000,13,,,2008,아파트,중개거래,서울 중구
2024,11740,강동구,10500,길동,1,대지,0053,0000,삼익파크맨션,2024-10-19,74000,63.35,0.000000,1,,,1982,아파트,중개거래,서울 강동구
2024,11260,중랑구,10100,면목동,,,,,,2024-10-19,59900,168.57,112.000000,,,,1987,단독다가구,중개거래,서울 중랑구
2024,11140,중구,17400,만리동2가,1,대지,0273,0000,서울역센트럴자이,2024-10-19,173000,84.972,0.000000,9,,,2017,아파트,중개거래,서울 중구
2024,11530,구로구,10200,구로동,1,대지,0108,0002,새솔금호,2024-10-19,49800,59.9,0.000000,11,,,1996,아파트,중개거래,서울 구로구
2024,11440,마포구,12000,서교동,1,대지,0470,0018,시티하임,2024-10-19,31500,26.11,19.000000,6,,,2016,연립다세대,중개거래,서울 마포구
2024,11590,동작구,10600,동작동,1,대지,0333,0000,이수힐스테이트,2024-10-19,195000,108.335,0.000000,10,,,2013,아파트,중개거래,서울 동작구
2024,11470,양천구,10200,목동,1,대지,0908,0034,부영3,2024-10-19,194000,152.63,0.000000,22,,,2000,아파트,중개거래,서울 양천구
2024,11440,마포구,12400,연남동,1,대지,0244,0015,새마을,2024-10-19,44400,41.65,0.000000,2,,,1970,아파트,중개거래,서울 마포구
2024,11215,광진구,10400,광장동,1,대지,0218,0001,극동2,2024-10-19,208000,102.61,0.000000,3,,,1989,아파트,중개거래,서울 광진구
2024,11320,도봉구,10800,도봉동,1,대지,0569,0002,씨티21차,2024-10-19,18200,38.895,23.000000,2,,,2015,연립다세대,중개거래,서울 도봉구
2024,11215,광진구,10400,광장동,1,대지,0566,0000,청구,2024-10-19,108000,59.95,0.000000,12,,,1996,아파트,중개거래,서울 광진구
2024,11290,성북구,10300,돈암동,1,대지,0636,0000,이수브라운스톤돈암,2024-10-19,75000,59.99,0.000000,3,,,2004,아파트,중개거래,서울 성북구
2024,11740,강동구,10800,성내동,1,대지,0407,0003,미성빌라,2024-10-19,33000,59.59,34.000000,1,,,1992,연립다세대,중개거래,서울 강동구
2024,11170,용산구,11900,효창동,1,대지,0287,0000,용산롯데캐슬센터포레,2024-10-19,194500,84.875,0.000000,18,,,2019,아파트,중개거래,서울 용산구
2024,11320,도봉구,10700,창동,1,대지,0601,0065,성림빌라,2024-10-19,13000,46.26,30.000000,4,,,1992,연립다세대,중개거래,서울 도봉구
2024,11470,양천구,10200,목동,1,대지,0912,0000,목동신시가지5,2024-10-19,200000,65.08,0.000000,12,,,1986,아파트,중개거래,서울 양천구
2024,11680,강남구,11100,세곡동,1,대지,0525,0000,강남데시앙파크,2024-10-19,119250,84.97,0.000000,7,,,2011,아파트,중개거래,"경기 성남시 중원구, 서울 강남구"
2024,11710,송파구,10400,송파동,1,대지,0151,0000,2차한양아파트,2024-10-19,136000,64.26,0.000000,8,,,1984,아파트,중개거래,서울 송파구
2024,11380,은평구,10600,대조동,1,대지,0050,0015,제니더클래식,2024-10-19,49000,58.03,34.000000,6,,,2017,연립다세대,중개거래,서울 은평구
2024,11560,영등포구,13200,신길동,1,대지,4938,0000,신길자이,2024-10-19,86000,59.99,0.000000,14,,,2011,아파트,중개거래,서울 영등포구
2024,11230,동대문구,10300,제기동,1,대지,0153,0000,안암골벽산,2024-10-19,84800,84.98,0.000000,18,,,2003,아파트,중개거래,서울 동대문구
2024,11560,영등포구,13200,신길동,1,대지,4938,0000,신길자이,2024-10-19,81000,59.99,0.000000,2,,,2011,아파트,중개거래,서울 동작구
2024,11590,동작구,10200,상도동,1,대지,0903,0000,e편한세상상도노빌리티,2024-10-19,140000,59.782,0.000000,9,,,2018,아파트,중개거래,서울 동작구
2024,11440,마포구,10800,대흥동,1,대지,0660,0000,대흥동태영아파트,2024-10-19,157500,84.77,0.000000,12,,,1999,아파트,중개거래,"서울 마포구, 서울 용산구"
2024,11230,동대문구,10200,용두동,1,대지,0039,0358,이든앤제이하임,2024-10-19,53000,26.85,17.000000,2,,,2024,연립다세대,직거래,
2024,11500,강서구,10600,내발산동,1,대지,0756,0000,마곡수명산파크7단지,2024-10-19,83500,84.82,0.000000,10,,,2008,아파트,중개거래,서울 강서구
2024,11440,마포구,10800,대흥동,1,대지,0012,0027,이대역 푸르지오 시티,2024-10-19,25800,28.8,39.600000,5,,,2013,오피스텔,중개거래,서울 마포구
2024,11500,강서구,10900,방화동,1,대지,0609,0128,미주C,2024-10-19,57400,43.56,21.000000,3,,,2001,연립다세대,중개거래,서울 강서구
2024,11230,동대문구,11000,이문동,1,대지,0076,0012,이경다보빌나동,2024-10-19,76500,55.72,29.000000,2,,,2000,연립다세대,중개거래,서울 동대문구
2024,11140,중구,16200,신당동,1,대지,0844,0000,남산타운,2024-10-19,110000,59.94,0.000000,15,,,2002,아파트,중개거래,서울 중구
2024,11260,중랑구,10600,신내동,1,대지,0657,0000,신내9진흥,2024-10-19,30000,33.18,0.000000,4,,,1996,아파트,중개거래,서울 중랑구
2024,11260,중랑구,10600,신내동,1,대지,0657,0000,신내9진흥,2024-10-19,36000,39.84,0.000000,10,,,1996,아파트,중개거래,서울 중랑구
2024,11350,노원구,10600,중계동,1,대지,0359,0001,주공5,2024-10-19,95000,76.51,0.000000,14,,,1992,아파트,중개거래,서울 노원구
2024,11200,성동구,10700,행당동,1,대지,0376,0000,서울숲행당푸르지오,2024-10-19,123500,59.81,0.000000,10,,,2011,아파트,중개거래,서울 성동구
2024,11410,서대문구,11800,홍은동,1,대지,0467,0000,북한산두산위브,2024-10-19,78000,59.84,0.000000,12,,,2020,아파트,중개거래,서울 서대문구
2024,11110,종로구,17500,숭인동,1,대지,0201,0011,종로유케이201,2024-10-19,8800,12.01,0.000000,6,,,2013,아파트,중개거래,서울 종로구
2024,11410,서대문구,11800,홍은동,1,대지,0467,0000,북한산두산위브,2024-10-19,73000,59.96,0.000000,4,,,2020,아파트,중개거래,서울 서대문구
